section,building,unit,lease_due,collected,collected_on,note
cost,Carrer del Nord 15,,,240.000000,2026-05-31,"property tax, Terrassa — invoice TAX-2026-05"
cost,Carrer del Nord 15,,,90.000000,2026-05-31,buildings insurance — invoice INS-2026-05
cost,Via Sant'Ottavio 24,,,280.000000,2026-05-31,"managing agent, Turin — invoice AGT-2026-05-TUR"
cost,Via Sant'Ottavio 24,,,300.000000,2026-05-31,"property tax, Turin — invoice TAX-2026-05"
cost,Via Sant'Ottavio 24,,,115.000000,2026-05-31,buildings insurance — invoice INS-2026-05
cost,Kurt-Eisner-Straße 27,,,390.000000,2026-05-31,"managing agent, Leipzig — invoice AGT-2026-05-LEI"
cost,Kurt-Eisner-Straße 27,,,435.000000,2026-05-31,"property tax, Leipzig — invoice TAX-2026-05"
cost,Kurt-Eisner-Straße 27,,,165.000000,2026-05-31,buildings insurance — invoice INS-2026-05
cost,Gohliser Straße 9,,,240.000000,2026-05-31,"managing agent, Leipzig — invoice AGT-2026-05-LEI"
cost,Gohliser Straße 9,,,265.000000,2026-05-31,"property tax, Leipzig — invoice TAX-2026-05"
cost,Gohliser Straße 9,,,100.000000,2026-05-31,buildings insurance — invoice INS-2026-05
cost,Beijerlandselaan 112,,,595.000000,2026-05-31,"managing agent, Rotterdam — invoice AGT-2026-05-ROT"
cost,Beijerlandselaan 112,,,600.000000,2026-05-31,"property tax, Rotterdam — invoice TAX-2026-05"
cost,Beijerlandselaan 112,,,230.000000,2026-05-31,buildings insurance — invoice INS-2026-05
cost,Zwaanshals 64,,,235.000000,2026-05-31,"managing agent, Rotterdam — invoice AGT-2026-05-ROT"
cost,Zwaanshals 64,,,300.000000,2026-05-31,"property tax, Rotterdam — invoice TAX-2026-05"
cost,Zwaanshals 64,,,115.000000,2026-05-31,buildings insurance — invoice INS-2026-05
cost,Ulica Krakowska 18,,,290.000000,2026-05-31,"managing agent, Kraków — invoice AGT-2026-05-KRA"
cost,Ulica Krakowska 18,,,230.000000,2026-05-31,"property tax, Kraków — invoice TAX-2026-05"
cost,Ulica Krakowska 18,,,90.000000,2026-05-31,buildings insurance — invoice INS-2026-05
cost,Kurt-Eisner-Straße 27,,,4180.000000,2026-05-31,"Dachdeckerei Hoffmann — roof, west section — invoice LE-2026-0512"
cost,Rua da Bica 14,,,165.000000,2026-05-31,lift inspection — invoice LI-202605-100
cost,Mesón de Paredes 41,,,195.000000,2026-05-31,gutter — invoice MA-202605-101
cost,Carrer del Nord 15,,,115.000000,2026-05-31,electrician — invoice TE-202605-102
cost,Via Sant'Ottavio 24,,,160.000000,2026-05-31,"painting, stairwell — invoice TU-202605-103"
cost,Kurt-Eisner-Straße 27,,,180.000000,2026-05-31,gutter — invoice LE-202605-104
cost,Gohliser Straße 9,,,125.000000,2026-05-31,lift inspection — invoice LE-202605-105
cost,Beijerlandselaan 112,,,235.000000,2026-05-31,"painting, stairwell — invoice RO-202605-106"
cost,Zwaanshals 64,,,160.000000,2026-05-31,window seal — invoice RO-202605-107
cost,Ulica Krakowska 18,,,86.000000,2026-05-31,gutter — invoice KR-202605-108
movement,,,,67800.000000,2026-05-05,deposit 0x54d3…c2e8 at 1.008263
movement,,,,47600.000000,2026-05-06,deposit 0xE8a0…1b3f at 1.008263
movement,,,,149600.000000,2026-05-06,deposit 0x54d3…c2e8 at 1.008263
movement,,,,11000.000000,2026-05-09,redeem 0x61F2…a09b at 1.008263 curve 45.53% tax 5049.38
movement,,,,60800.000000,2026-05-12,deposit 0x7c02…44de at 1.008263
movement,,,,31300.000000,2026-05-14,deposit 0xB19e…0f7a at 1.008263
movement,,,,27700.000000,2026-05-15,redeem 0xB19e…0f7a at 1.008263 curve 2.30% tax 642.36
movement,,,,54200.000000,2026-05-15,deposit 0xB19e…0f7a at 1.008263
movement,,,,16600.000000,2026-05-17,deposit 0x9cC4…7d10 at 1.008263
movement,,,,87100.000000,2026-05-17,deposit 0xE8a0…1b3f at 1.008263
movement,,,,86300.000000,2026-05-18,deposit 0x9cC4…7d10 at 1.008263
movement,,,,13000.000000,2026-05-19,deposit 0x9cC4…7d10 at 1.008263
movement,,,,6000.000000,2026-05-26,redeem 0xB19e…0f7a at 1.008263 curve 1.33% tax 80.46
movement,,,,25600.000000,2026-05-26,redeem 0x54d3…c2e8 at 1.008263 curve 1.70% tax 438.80
