section,building,unit,lease_due,collected,collected_on,note
cost,Mesón de Paredes 41,,,190.000000,2026-04-30,buildings insurance — invoice INS-2026-04
cost,Via Sant'Ottavio 24,,,280.000000,2026-04-30,"managing agent, Turin — invoice AGT-2026-04-TUR"
cost,Via Sant'Ottavio 24,,,300.000000,2026-04-30,"property tax, Turin — invoice TAX-2026-04"
cost,Via Sant'Ottavio 24,,,115.000000,2026-04-30,buildings insurance — invoice INS-2026-04
cost,Kurt-Eisner-Straße 27,,,390.000000,2026-04-30,"managing agent, Leipzig — invoice AGT-2026-04-LEI"
cost,Kurt-Eisner-Straße 27,,,435.000000,2026-04-30,"property tax, Leipzig — invoice TAX-2026-04"
cost,Kurt-Eisner-Straße 27,,,165.000000,2026-04-30,buildings insurance — invoice INS-2026-04
cost,Gohliser Straße 9,,,240.000000,2026-04-30,"managing agent, Leipzig — invoice AGT-2026-04-LEI"
cost,Gohliser Straße 9,,,265.000000,2026-04-30,"property tax, Leipzig — invoice TAX-2026-04"
cost,Gohliser Straße 9,,,100.000000,2026-04-30,buildings insurance — invoice INS-2026-04
cost,Beijerlandselaan 112,,,595.000000,2026-04-30,"managing agent, Rotterdam — invoice AGT-2026-04-ROT"
cost,Beijerlandselaan 112,,,600.000000,2026-04-30,"property tax, Rotterdam — invoice TAX-2026-04"
cost,Beijerlandselaan 112,,,230.000000,2026-04-30,buildings insurance — invoice INS-2026-04
cost,Zwaanshals 64,,,235.000000,2026-04-30,"managing agent, Rotterdam — invoice AGT-2026-04-ROT"
cost,Zwaanshals 64,,,300.000000,2026-04-30,"property tax, Rotterdam — invoice TAX-2026-04"
cost,Zwaanshals 64,,,115.000000,2026-04-30,buildings insurance — invoice INS-2026-04
cost,Ulica Krakowska 18,,,290.000000,2026-04-30,"managing agent, Kraków — invoice AGT-2026-04-KRA"
cost,Ulica Krakowska 18,,,230.000000,2026-04-30,"property tax, Kraków — invoice TAX-2026-04"
cost,Ulica Krakowska 18,,,90.000000,2026-04-30,buildings insurance — invoice INS-2026-04
cost,Rua da Bica 14,,,670.000000,2026-04-30,lock change — invoice LI-202604-100
cost,Mesón de Paredes 41,,,770.000000,2026-04-30,electrician — invoice MA-202604-101
cost,Via Sant'Ottavio 24,,,705.000000,2026-04-30,common-parts cleaning — invoice TU-202604-102
cost,Kurt-Eisner-Straße 27,,,705.000000,2026-04-30,gutter — invoice LE-202604-103
cost,Gohliser Straße 9,,,325.000000,2026-04-30,lift inspection — invoice LE-202604-104
cost,Beijerlandselaan 112,,,1075.000000,2026-04-30,intercom repair — invoice RO-202604-105
cost,Zwaanshals 64,,,490.000000,2026-04-30,lift inspection — invoice RO-202604-106
cost,Ulica Krakowska 18,,,344.000000,2026-04-30,electrician — invoice KR-202604-107
movement,,,,135200.000000,2026-04-02,deposit 0x61F2…a09b at 1.004122
movement,,,,4200.000000,2026-04-05,redeem 0x54d3…c2e8 at 1.004122 curve 0.97% tax 40.91
movement,,,,20400.000000,2026-04-06,redeem 0xE8a0…1b3f at 1.004122 curve 0.63% tax 129.05
movement,,,,151400.000000,2026-04-06,deposit 0xB19e…0f7a at 1.004122
movement,,,,68600.000000,2026-04-07,deposit 0xB19e…0f7a at 1.004122
movement,,,,195800.000000,2026-04-16,deposit 0x3fA1…9a1c at 1.004122
movement,,,,149700.000000,2026-04-20,deposit 0x54d3…c2e8 at 1.004122
movement,,,,103600.000000,2026-04-24,deposit 0x54d3…c2e8 at 1.004122
movement,,,,32000.000000,2026-04-28,redeem 0x3fA1…9a1c at 1.004122 curve 0.72% tax 231.35
movement,,,,7700.000000,2026-04-28,redeem 0x7c02…44de at 1.004122 curve 57.72% tax 4462.69
