section,building,unit,lease_due,collected,collected_on,note
cost,Mesón de Paredes 41,,,190.000000,2026-03-31,buildings insurance — invoice INS-2026-03
cost,Kurt-Eisner-Straße 27,,,390.000000,2026-03-31,"managing agent, Leipzig — invoice AGT-2026-03-LEI"
cost,Kurt-Eisner-Straße 27,,,435.000000,2026-03-31,"property tax, Leipzig — invoice TAX-2026-03"
cost,Kurt-Eisner-Straße 27,,,165.000000,2026-03-31,buildings insurance — invoice INS-2026-03
cost,Gohliser Straße 9,,,240.000000,2026-03-31,"managing agent, Leipzig — invoice AGT-2026-03-LEI"
cost,Gohliser Straße 9,,,265.000000,2026-03-31,"property tax, Leipzig — invoice TAX-2026-03"
cost,Gohliser Straße 9,,,100.000000,2026-03-31,buildings insurance — invoice INS-2026-03
cost,Beijerlandselaan 112,,,595.000000,2026-03-31,"managing agent, Rotterdam — invoice AGT-2026-03-ROT"
cost,Beijerlandselaan 112,,,600.000000,2026-03-31,"property tax, Rotterdam — invoice TAX-2026-03"
cost,Beijerlandselaan 112,,,230.000000,2026-03-31,buildings insurance — invoice INS-2026-03
cost,Zwaanshals 64,,,235.000000,2026-03-31,"managing agent, Rotterdam — invoice AGT-2026-03-ROT"
cost,Zwaanshals 64,,,300.000000,2026-03-31,"property tax, Rotterdam — invoice TAX-2026-03"
cost,Zwaanshals 64,,,115.000000,2026-03-31,buildings insurance — invoice INS-2026-03
cost,Ulica Krakowska 18,,,290.000000,2026-03-31,"managing agent, Kraków — invoice AGT-2026-03-KRA"
cost,Ulica Krakowska 18,,,230.000000,2026-03-31,"property tax, Kraków — invoice TAX-2026-03"
cost,Ulica Krakowska 18,,,90.000000,2026-03-31,buildings insurance — invoice INS-2026-03
cost,Rua da Bica 14,,,790.000000,2026-03-31,window seal — invoice LI-202603-100
cost,Mesón de Paredes 41,,,1190.000000,2026-03-31,intercom repair — invoice MA-202603-101
cost,Kurt-Eisner-Straße 27,,,535.000000,2026-03-31,common-parts cleaning — invoice LE-202603-102
cost,Gohliser Straße 9,,,420.000000,2026-03-31,lock change — invoice LE-202603-103
cost,Beijerlandselaan 112,,,1085.000000,2026-03-31,intercom repair — invoice RO-202603-104
cost,Zwaanshals 64,,,430.000000,2026-03-31,common-parts cleaning — invoice RO-202603-105
cost,Ulica Krakowska 18,,,370.000000,2026-03-31,electrician — invoice KR-202603-106
movement,,,,17000.000000,2026-03-01,redeem 0x3fA1…9a1c at 1.000000 curve 1.63% tax 277.10
movement,,,,567700.000000,2026-03-10,deposit 0x54d3…c2e8 at 1.000000
movement,,,,1352000.000000,2026-03-13,deposit 0x9cC4…7d10 at 1.000000
movement,,,,6300.000000,2026-03-15,redeem 0x54d3…c2e8 at 1.000000 curve 0.28% tax 17.64
movement,,,,1388100.000000,2026-03-19,deposit 0x7c02…44de at 1.000000
movement,,,,781900.000000,2026-03-20,deposit 0x7c02…44de at 1.000000
movement,,,,1934300.000000,2026-03-20,deposit 0x3fA1…9a1c at 1.000000
movement,,,,26000.000000,2026-03-22,redeem 0x61F2…a09b at 1.000000 curve 0.47% tax 122.20
movement,,,,9500.000000,2026-03-23,redeem 0x54d3…c2e8 at 1.000000 curve 48.97% tax 4652.06
movement,,,,791100.000000,2026-03-23,deposit 0x54d3…c2e8 at 1.000000
movement,,,,1663700.000000,2026-03-25,deposit 0x54d3…c2e8 at 1.000000
