section,building,unit,lease_due,collected,collected_on,note
rent,Carrer del Nord 15,2B,590.000000,360.000000,2026-06-02,"partial, balance chased"
rent,Carrer del Nord 15,3A,590.000000,590.000000,2026-06-03,
rent,Carrer del Nord 15,3B,590.000000,590.000000,2026-06-05,
rent,Carrer del Nord 15,4A,590.000000,0.000000,,not received
rent,Via Sant'Ottavio 24,1A,710.000000,710.000000,2026-06-03,
rent,Via Sant'Ottavio 24,1B,710.000000,710.000000,2026-06-03,
rent,Via Sant'Ottavio 24,2A,0.000000,0.000000,,vacant
rent,Via Sant'Ottavio 24,2B,710.000000,710.000000,2026-06-04,
rent,Via Sant'Ottavio 24,3A,710.000000,710.000000,2026-06-09,late
rent,Via Sant'Ottavio 24,3B,710.000000,710.000000,2026-06-02,
rent,Via Sant'Ottavio 24,4A,710.000000,505.000000,2026-06-04,"partial, balance chased"
rent,Via Sant'Ottavio 24,4B,710.000000,710.000000,2026-06-05,
rent,Kurt-Eisner-Straße 27,1A,690.000000,0.000000,,not received
rent,Kurt-Eisner-Straße 27,1B,690.000000,690.000000,2026-06-03,
rent,Kurt-Eisner-Straße 27,2A,690.000000,690.000000,2026-06-03,
rent,Kurt-Eisner-Straße 27,2B,690.000000,690.000000,2026-06-03,
rent,Kurt-Eisner-Straße 27,3A,690.000000,690.000000,2026-06-01,
rent,Kurt-Eisner-Straße 27,3B,690.000000,505.000000,2026-06-03,"partial, balance chased"
rent,Kurt-Eisner-Straße 27,4A,690.000000,690.000000,2026-06-01,
rent,Kurt-Eisner-Straße 27,4B,690.000000,690.000000,2026-06-15,late
rent,Kurt-Eisner-Straße 27,5A,690.000000,690.000000,2026-06-16,late
rent,Kurt-Eisner-Straße 27,5B,690.000000,690.000000,2026-06-01,
rent,Gohliser Straße 9,1A,715.000000,715.000000,2026-06-02,
rent,Gohliser Straße 9,1B,715.000000,715.000000,2026-06-13,late
rent,Gohliser Straße 9,2A,715.000000,715.000000,2026-06-03,
rent,Gohliser Straße 9,2B,715.000000,715.000000,2026-06-03,
rent,Gohliser Straße 9,3A,715.000000,715.000000,2026-06-04,
rent,Gohliser Straße 9,3B,715.000000,715.000000,2026-06-07,
rent,Beijerlandselaan 112,1A,1060.000000,1060.000000,2026-06-05,
rent,Beijerlandselaan 112,1B,1060.000000,1060.000000,2026-06-02,
rent,Beijerlandselaan 112,2A,1060.000000,1060.000000,2026-06-01,
rent,Beijerlandselaan 112,2B,1060.000000,1060.000000,2026-06-14,late
rent,Beijerlandselaan 112,3A,1060.000000,1060.000000,2026-06-01,
rent,Beijerlandselaan 112,3B,1060.000000,1060.000000,2026-06-04,
rent,Beijerlandselaan 112,4A,1060.000000,1060.000000,2026-06-08,late
rent,Beijerlandselaan 112,4B,1060.000000,1060.000000,2026-06-03,
rent,Beijerlandselaan 112,5A,1060.000000,1060.000000,2026-06-04,
rent,Beijerlandselaan 112,5B,1060.000000,1060.000000,2026-06-04,
rent,Zwaanshals 64,1,1050.000000,160.000000,2026-06-03,"partial, balance chased"
rent,Zwaanshals 64,2,1050.000000,1050.000000,2026-06-02,
rent,Zwaanshals 64,3,1050.000000,1050.000000,2026-06-02,
rent,Zwaanshals 64,4,1050.000000,1050.000000,2026-06-17,late
rent,Zwaanshals 64,5,1050.000000,1050.000000,2026-06-02,
rent,Ulica Krakowska 18,1A,650.000000,650.000000,2026-06-05,
rent,Ulica Krakowska 18,1B,650.000000,650.000000,2026-06-04,
rent,Ulica Krakowska 18,2A,650.000000,650.000000,2026-06-02,
rent,Ulica Krakowska 18,2B,650.000000,650.000000,2026-06-03,
rent,Ulica Krakowska 18,3A,650.000000,650.000000,2026-06-02,
rent,Ulica Krakowska 18,3B,650.000000,250.000000,2026-06-12,"partial, balance chased"
rent,Ulica Krakowska 18,4A,650.000000,300.000000,2026-06-14,"partial, balance chased"
rent,Ulica Krakowska 18,4B,650.000000,650.000000,2026-06-01,
cost,,,,3179.000000,2026-06-30,RENTA Vastgoed B.V. — management fee 0.35% — invoice MGMT-2026-06
cost,Rua da Bica 14,,,365.000000,2026-06-30,"managing agent, Lisbon — invoice AGT-2026-06-LIS"
cost,Rua da Bica 14,,,390.000000,2026-06-30,"property tax, Lisbon — invoice TAX-2026-06"
cost,Rua da Bica 14,,,150.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Mesón de Paredes 41,,,440.000000,2026-06-30,"managing agent, Madrid — invoice AGT-2026-06-MAD"
cost,Mesón de Paredes 41,,,500.000000,2026-06-30,"property tax, Madrid — invoice TAX-2026-06"
cost,Mesón de Paredes 41,,,190.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Torrent de l'Olla 62,,,380.000000,2026-06-30,"managing agent, Barcelona — invoice AGT-2026-06-BAR"
cost,Torrent de l'Olla 62,,,555.000000,2026-06-30,"property tax, Barcelona — invoice TAX-2026-06"
cost,Torrent de l'Olla 62,,,210.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Carrer del Nord 15,,,230.000000,2026-06-30,"managing agent, Terrassa — invoice AGT-2026-06-TER"
cost,Carrer del Nord 15,,,240.000000,2026-06-30,"property tax, Terrassa — invoice TAX-2026-06"
cost,Carrer del Nord 15,,,90.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Via Sant'Ottavio 24,,,280.000000,2026-06-30,"managing agent, Turin — invoice AGT-2026-06-TUR"
cost,Via Sant'Ottavio 24,,,300.000000,2026-06-30,"property tax, Turin — invoice TAX-2026-06"
cost,Via Sant'Ottavio 24,,,115.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Kurt-Eisner-Straße 27,,,390.000000,2026-06-30,"managing agent, Leipzig — invoice AGT-2026-06-LEI"
cost,Kurt-Eisner-Straße 27,,,435.000000,2026-06-30,"property tax, Leipzig — invoice TAX-2026-06"
cost,Kurt-Eisner-Straße 27,,,165.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Gohliser Straße 9,,,240.000000,2026-06-30,"managing agent, Leipzig — invoice AGT-2026-06-LEI"
cost,Gohliser Straße 9,,,265.000000,2026-06-30,"property tax, Leipzig — invoice TAX-2026-06"
cost,Gohliser Straße 9,,,100.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Beijerlandselaan 112,,,595.000000,2026-06-30,"managing agent, Rotterdam — invoice AGT-2026-06-ROT"
cost,Beijerlandselaan 112,,,600.000000,2026-06-30,"property tax, Rotterdam — invoice TAX-2026-06"
cost,Beijerlandselaan 112,,,230.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Zwaanshals 64,,,235.000000,2026-06-30,"managing agent, Rotterdam — invoice AGT-2026-06-ROT"
cost,Zwaanshals 64,,,300.000000,2026-06-30,"property tax, Rotterdam — invoice TAX-2026-06"
cost,Zwaanshals 64,,,115.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Ulica Krakowska 18,,,290.000000,2026-06-30,"managing agent, Kraków — invoice AGT-2026-06-KRA"
cost,Ulica Krakowska 18,,,230.000000,2026-06-30,"property tax, Kraków — invoice TAX-2026-06"
cost,Ulica Krakowska 18,,,90.000000,2026-06-30,buildings insurance — invoice INS-2026-06
cost,Rua da Bica 14,,,495.000000,2026-06-30,boiler service — invoice LI-202606-100
cost,Mesón de Paredes 41,,,745.000000,2026-06-30,gutter — invoice MA-202606-101
cost,Torrent de l'Olla 62,,,670.000000,2026-06-30,electrician — invoice BA-202606-102
cost,Carrer del Nord 15,,,455.000000,2026-06-30,common-parts cleaning — invoice TE-202606-103
cost,Via Sant'Ottavio 24,,,270.000000,2026-06-30,plumbing — invoice TU-202606-104
cost,Kurt-Eisner-Straße 27,,,450.000000,2026-06-30,electrician — invoice LE-202606-105
cost,Gohliser Straße 9,,,250.000000,2026-06-30,plumbing — invoice LE-202606-106
cost,Beijerlandselaan 112,,,1085.000000,2026-06-30,gutter — invoice RO-202606-107
cost,Zwaanshals 64,,,330.000000,2026-06-30,gutter — invoice RO-202606-108
cost,Ulica Krakowska 18,,,417.000000,2026-06-30,lift inspection — invoice KR-202606-109
movement,,,,30900.000000,2026-06-04,redeem 0x9cC4…7d10 at 1.012383 curve 0.30% tax 93.85
movement,,,,211100.000000,2026-06-08,deposit 0x54d3…c2e8 at 1.012383
movement,,,,48800.000000,2026-06-10,deposit 0x54d3…c2e8 at 1.012383
movement,,,,48200.000000,2026-06-11,deposit 0xE8a0…1b3f at 1.012383
movement,,,,120300.000000,2026-06-14,deposit 0xE8a0…1b3f at 1.012383
movement,,,,18700.000000,2026-06-17,redeem 0x9cC4…7d10 at 1.012383 curve 2.44% tax 461.93
movement,,,,22100.000000,2026-06-17,redeem 0x54d3…c2e8 at 1.012383 curve 20.31% tax 4543.22
movement,,,,34700.000000,2026-06-19,deposit 0x3fA1…9a1c at 1.012383
movement,,,,71400.000000,2026-06-19,deposit 0x2D77…e6a4 at 1.012383
movement,,,,31500.000000,2026-06-21,deposit 0xB19e…0f7a at 1.012383
movement,,,,41700.000000,2026-06-28,deposit 0xE8a0…1b3f at 1.012383
