section,building,unit,lease_due,collected,collected_on,note
cost,Beijerlandselaan 112,,,1015.000000,2026-07-31,gutter — invoice RO-202607-107
cost,Zwaanshals 64,,,455.000000,2026-07-31,common-parts cleaning — invoice RO-202607-108
cost,Ulica Krakowska 18,,,436.000000,2026-07-31,common-parts cleaning — invoice KR-202607-109
movement,,,,55800.000000,2026-07-05,deposit 0x2D77…e6a4 at 1.016626
movement,,,,94600.000000,2026-07-09,deposit 0x7c02…44de at 1.016626
movement,,,,7100.000000,2026-07-12,redeem 0x3fA1…9a1c at 1.016626 curve 0.11% tax 7.94
movement,,,,94300.000000,2026-07-12,deposit 0x2D77…e6a4 at 1.016626
movement,,,,17200.000000,2026-07-18,redeem 0x2D77…e6a4 at 1.016626 curve 0.12% tax 20.98
movement,,,,2900.000000,2026-07-22,redeem 0x54d3…c2e8 at 1.016626 curve 205.92% tax 6071.08
movement,,,,93300.000000,2026-07-22,deposit 0x3fA1…9a1c at 1.016626
movement,,,,24400.000000,2026-07-26,deposit 0xB19e…0f7a at 1.016626
movement,,,,32800.000000,2026-07-28,deposit 0x3fA1…9a1c at 1.016626
