section,building,unit,lease_due,collected,collected_on,note
rent,Ulica Krakowska 18,1B,650.000000,650.000000,2026-08-05,
rent,Ulica Krakowska 18,2A,650.000000,650.000000,2026-08-03,
rent,Ulica Krakowska 18,2B,650.000000,650.000000,2026-08-01,
rent,Ulica Krakowska 18,3A,650.000000,465.000000,2026-08-14,"partial, balance chased"
rent,Ulica Krakowska 18,3B,650.000000,650.000000,2026-08-03,
rent,Ulica Krakowska 18,4A,650.000000,650.000000,2026-08-03,
rent,Ulica Krakowska 18,4B,650.000000,650.000000,2026-08-03,
cost,,,,3179.000000,2026-08-31,RENTA Vastgoed B.V. — management fee 0.35% — invoice MGMT-2026-08
cost,Rua da Bica 14,,,365.000000,2026-08-31,"managing agent, Lisbon — invoice AGT-2026-08-LIS"
cost,Rua da Bica 14,,,390.000000,2026-08-31,"property tax, Lisbon — invoice TAX-2026-08"
cost,Rua da Bica 14,,,150.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Mesón de Paredes 41,,,440.000000,2026-08-31,"managing agent, Madrid — invoice AGT-2026-08-MAD"
cost,Mesón de Paredes 41,,,500.000000,2026-08-31,"property tax, Madrid — invoice TAX-2026-08"
cost,Mesón de Paredes 41,,,190.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Torrent de l'Olla 62,,,380.000000,2026-08-31,"managing agent, Barcelona — invoice AGT-2026-08-BAR"
cost,Torrent de l'Olla 62,,,555.000000,2026-08-31,"property tax, Barcelona — invoice TAX-2026-08"
cost,Torrent de l'Olla 62,,,210.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Carrer del Nord 15,,,230.000000,2026-08-31,"managing agent, Terrassa — invoice AGT-2026-08-TER"
cost,Carrer del Nord 15,,,240.000000,2026-08-31,"property tax, Terrassa — invoice TAX-2026-08"
cost,Carrer del Nord 15,,,90.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Via Sant'Ottavio 24,,,280.000000,2026-08-31,"managing agent, Turin — invoice AGT-2026-08-TUR"
cost,Via Sant'Ottavio 24,,,300.000000,2026-08-31,"property tax, Turin — invoice TAX-2026-08"
cost,Via Sant'Ottavio 24,,,115.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Kurt-Eisner-Straße 27,,,390.000000,2026-08-31,"managing agent, Leipzig — invoice AGT-2026-08-LEI"
cost,Kurt-Eisner-Straße 27,,,435.000000,2026-08-31,"property tax, Leipzig — invoice TAX-2026-08"
cost,Kurt-Eisner-Straße 27,,,165.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Gohliser Straße 9,,,240.000000,2026-08-31,"managing agent, Leipzig — invoice AGT-2026-08-LEI"
cost,Gohliser Straße 9,,,265.000000,2026-08-31,"property tax, Leipzig — invoice TAX-2026-08"
cost,Gohliser Straße 9,,,100.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Beijerlandselaan 112,,,595.000000,2026-08-31,"managing agent, Rotterdam — invoice AGT-2026-08-ROT"
cost,Beijerlandselaan 112,,,600.000000,2026-08-31,"property tax, Rotterdam — invoice TAX-2026-08"
cost,Beijerlandselaan 112,,,230.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Zwaanshals 64,,,235.000000,2026-08-31,"managing agent, Rotterdam — invoice AGT-2026-08-ROT"
cost,Zwaanshals 64,,,300.000000,2026-08-31,"property tax, Rotterdam — invoice TAX-2026-08"
cost,Zwaanshals 64,,,115.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Ulica Krakowska 18,,,290.000000,2026-08-31,"managing agent, Kraków — invoice AGT-2026-08-KRA"
cost,Ulica Krakowska 18,,,230.000000,2026-08-31,"property tax, Kraków — invoice TAX-2026-08"
cost,Ulica Krakowska 18,,,90.000000,2026-08-31,buildings insurance — invoice INS-2026-08
cost,Rua da Bica 14,,,665.000000,2026-08-31,lock change — invoice LI-202608-100
cost,Mesón de Paredes 41,,,760.000000,2026-08-31,plumbing — invoice MA-202608-101
cost,Torrent de l'Olla 62,,,1160.000000,2026-08-31,common-parts cleaning — invoice BA-202608-102
cost,Carrer del Nord 15,,,500.000000,2026-08-31,lift inspection — invoice TE-202608-103
cost,Via Sant'Ottavio 24,,,580.000000,2026-08-31,gutter — invoice TU-202608-104
cost,Kurt-Eisner-Straße 27,,,670.000000,2026-08-31,plumbing — invoice LE-202608-105
cost,Gohliser Straße 9,,,455.000000,2026-08-31,gutter — invoice LE-202608-106
cost,Beijerlandselaan 112,,,795.000000,2026-08-31,lock change — invoice RO-202608-107
cost,Zwaanshals 64,,,470.000000,2026-08-31,electrician — invoice RO-202608-108
cost,Ulica Krakowska 18,,,301.000000,2026-08-31,electrician — invoice KR-202608-109
movement,,,,61100.000000,2026-08-03,deposit 0x3fA1…9a1c at 1.021041
movement,,,,62200.000000,2026-08-04,deposit 0x61F2…a09b at 1.021041
movement,,,,30300.000000,2026-08-06,redeem 0x9cC4…7d10 at 1.021041 curve 0.34% tax 105.19
movement,,,,24200.000000,2026-08-10,redeem 0x7c02…44de at 1.021041 curve 0.53% tax 130.96
movement,,,,59500.000000,2026-08-14,deposit 0x3fA1…9a1c at 1.021041
movement,,,,110700.000000,2026-08-15,deposit 0x54d3…c2e8 at 1.021041
movement,,,,30700.000000,2026-08-16,deposit 0x7c02…44de at 1.021041
movement,,,,13300.000000,2026-08-17,redeem 0xB19e…0f7a at 1.021041 curve 53.27% tax 7233.85
movement,,,,185600.000000,2026-08-28,deposit 0x3fA1…9a1c at 1.021041
